# Region type : patch inlet
# Faces       : 966
# Area        : 4.891447e+01
# Scale factor: 1.000000e+00
# Time        	sum(rhoPhi)
12.4375       	-5.000000e+04
12.5          	-5.000000e+04
12.5625       	-5.000000e+04
12.625        	-5.000000e+04
12.6875       	-5.000000e+04
12.75         	-5.000000e+04
12.8125       	-5.000000e+04
12.875        	-5.000000e+04
12.9375       	-5.000000e+04
13            	-5.000000e+04
13.0625       	-5.000000e+04
13.125        	-5.000000e+04
13.1875       	-5.000000e+04
13.25         	-5.000000e+04
13.3125       	-5.000000e+04
13.375        	-5.000000e+04
13.4375       	-5.000000e+04
13.5          	-5.000000e+04
13.55         	-5.000000e+04
13.6          	-5.000000e+04
13.65         	-5.000000e+04
13.7          	-5.000000e+04
13.75         	-5.000000e+04
13.8          	-5.000000e+04
13.85         	-5.000000e+04
13.9          	-5.000000e+04
13.95         	-5.000000e+04
14            	-5.000000e+04
14.05         	-5.000000e+04
14.1          	-5.000000e+04
14.15         	-5.000000e+04
14.2          	-5.000000e+04
14.25         	-5.000000e+04
14.3          	-5.000000e+04
14.35         	-5.000000e+04
14.4          	-5.000000e+04
14.45         	-5.000000e+04
14.5          	-5.000000e+04
14.55         	-5.000000e+04
14.6          	-5.000000e+04
14.65         	-5.000000e+04
14.7          	-5.000000e+04
14.75         	-5.000000e+04
14.8          	-5.000000e+04
14.85         	-5.000000e+04
14.9          	-5.000000e+04
14.95         	-5.000000e+04
15            	-5.000000e+04
15.05         	-5.000000e+04
15.1          	-5.000000e+04
15.15         	-5.000000e+04
15.2          	-5.000000e+04
15.25         	-5.000000e+04
15.3          	-5.000000e+04
15.35         	-5.000000e+04
15.4          	-5.000000e+04
15.45         	-5.000000e+04
15.5          	-5.000000e+04
15.55         	-5.000000e+04
15.6          	-5.000000e+04
15.65         	-5.000000e+04
15.7          	-5.000000e+04
15.75         	-5.000000e+04
15.8          	-5.000000e+04
15.85         	-5.000000e+04
15.9          	-5.000000e+04
15.95         	-5.000000e+04
16            	-5.000000e+04
16.05         	-5.000000e+04
16.1          	-5.000000e+04
16.15         	-5.000000e+04
16.2          	-5.000000e+04
16.25         	-5.000000e+04
16.3          	-5.000000e+04
16.35         	-5.000000e+04
16.4          	-5.000000e+04
16.45         	-5.000000e+04
16.5          	-5.000000e+04
16.55         	-5.000000e+04
16.6          	-5.000000e+04
16.65         	-5.000000e+04
16.7          	-5.000000e+04
16.75         	-5.000000e+04
16.8          	-5.000000e+04
16.85         	-5.000000e+04
16.9          	-5.000000e+04
16.95         	-5.000000e+04
17            	-5.000000e+04
17.05         	-5.000000e+04
17.1          	-5.000000e+04
17.15         	-5.000000e+04
17.2          	-5.000000e+04
17.25         	-5.000000e+04
17.3          	-5.000000e+04
17.35         	-5.000000e+04
17.4          	-5.000000e+04
17.45         	-5.000000e+04
17.5          	-5.000000e+04
17.55         	-5.000000e+04
17.6          	-5.000000e+04
17.65         	-5.000000e+04
17.7          	-5.000000e+04
17.75         	-5.000000e+04
17.7917       	-5.000000e+04
17.8333       	-5.000000e+04
17.875        	-5.000000e+04
17.9167       	-5.000000e+04
17.9583       	-5.000000e+04
18            	-5.000000e+04
18.0417       	-5.000000e+04
18.0833       	-5.000000e+04
18.125        	-5.000000e+04
18.1667       	-5.000000e+04
18.2083       	-5.000000e+04
18.25         	-5.000000e+04
18.2917       	-5.000000e+04
18.3333       	-5.000000e+04
18.375        	-5.000000e+04
18.4167       	-5.000000e+04
18.4583       	-5.000000e+04
18.5          	-5.000000e+04
18.5417       	-5.000000e+04
18.5833       	-5.000000e+04
18.625        	-5.000000e+04
18.6667       	-5.000000e+04
18.7083       	-5.000000e+04
18.75         	-5.000000e+04
18.7917       	-5.000000e+04
18.8333       	-5.000000e+04
18.875        	-5.000000e+04
18.9167       	-5.000000e+04
18.9583       	-5.000000e+04
19            	-5.000000e+04
19.0417       	-5.000000e+04
19.0833       	-5.000000e+04
19.125        	-5.000000e+04
19.1667       	-5.000000e+04
19.2083       	-5.000000e+04
19.25         	-5.000000e+04
19.2917       	-5.000000e+04
19.3333       	-5.000000e+04
19.375        	-5.000000e+04
19.4167       	-5.000000e+04
19.4583       	-5.000000e+04
19.5          	-5.000000e+04
19.5417       	-5.000000e+04
19.5833       	-5.000000e+04
19.625        	-5.000000e+04
19.6667       	-5.000000e+04
19.7083       	-5.000000e+04
19.75         	-5.000000e+04
19.7917       	-5.000000e+04
19.8333       	-5.000000e+04
19.875        	-5.000000e+04
19.9167       	-5.000000e+04
19.9583       	-5.000000e+04
20            	-5.000000e+04
20.0417       	-5.000000e+04
20.0833       	-5.000000e+04
20.125        	-5.000000e+04
20.1667       	-5.000000e+04
20.2083       	-5.000000e+04
20.25         	-5.000000e+04
20.2917       	-5.000000e+04
20.3333       	-5.000000e+04
20.375        	-5.000000e+04
20.4167       	-5.000000e+04
20.4583       	-5.000000e+04
20.5          	-5.000000e+04
20.5417       	-5.000000e+04
20.5833       	-5.000000e+04
20.625        	-5.000000e+04
20.6667       	-5.000000e+04
20.7083       	-5.000000e+04
20.75         	-5.000000e+04
20.7917       	-5.000000e+04
20.8333       	-5.000000e+04
20.875        	-5.000000e+04
20.9167       	-5.000000e+04
20.9583       	-5.000000e+04
21            	-5.000000e+04
21.0417       	-5.000000e+04
21.0833       	-5.000000e+04
21.125        	-5.000000e+04
21.1667       	-5.000000e+04
21.2083       	-5.000000e+04
21.25         	-5.000000e+04
21.2917       	-5.000000e+04
21.3333       	-5.000000e+04
21.375        	-5.000000e+04
21.4167       	-5.000000e+04
21.4583       	-5.000000e+04
21.5          	-5.000000e+04
21.5417       	-5.000000e+04
21.5833       	-5.000000e+04
21.625        	-5.000000e+04
21.6667       	-5.000000e+04
21.7083       	-5.000000e+04
21.75         	-5.000000e+04
21.7917       	-5.000000e+04
21.8333       	-5.000000e+04
21.875        	-5.000000e+04
21.9167       	-5.000000e+04
21.9583       	-5.000000e+04
22            	-5.000000e+04
22.0417       	-5.000000e+04
22.0833       	-5.000000e+04
22.125        	-5.000000e+04
22.1667       	-5.000000e+04
22.2083       	-5.000000e+04
22.25         	-5.000000e+04
22.2917       	-5.000000e+04
22.3333       	-5.000000e+04
22.375        	-5.000000e+04
22.4167       	-5.000000e+04
22.4583       	-5.000000e+04
22.5          	-5.000000e+04
